id	object_type	command
12AMANTF_g	rxn	subsystem:N-Glycan biosynthesis
13BDGLUCANt_c_en	rxn	subsystem:Transport
13BGH_e	rxn	subsystem:Starch and sucrose metabolism
13GS_c	rxn	subsystem:Starch and sucrose metabolism
14BMANTF_c	rxn	subsystem:N-Glycan biosynthesis
14DMLANOSTt_c_e	rxn	subsystem:Transport
16GS_c	rxn	subsystem:Cell wall biosynthesis
1AGPCt_l_rm	rxn	subsystem:Transport
1AGPEt_l_rm	rxn	subsystem:Transport
1MLCLAT_mm	rxn	subsystem:Glycerophospholipid biosynthesis
23CAPPD_c	rxn	subsystem:Unassigned
2DDA7Pt_c_m	rxn	subsystem:Transport
2DHPt_c_m	rxn	subsystem:Transport
2HGOR_c	rxn	subsystem:Unassigned
2MBACt_c_e	rxn	subsystem:Transport
2MBALDt_c_e	rxn	subsystem:Transport
2MBALDt_c_m	rxn	subsystem:Transport
2MBTOHt_c_e	rxn	subsystem:Transport
2MBTOHt_c_m	rxn	subsystem:Transport
2OBUTt_c_m	rxn	subsystem:Transport
2OXOADPt_c_m	rxn	subsystem:Transport
2PHETOHt_c_e	rxn	subsystem:Transport
2PHETOHt_c_m	rxn	subsystem:Transport
3C3HMPt_c_e	rxn	subsystem:Transport
3C3HMPt_c_m	rxn	subsystem:Transport
3C4MOPt_c_m	rxn	subsystem:Transport
3DH5HPBMT_m	rxn	subsystem:Ubiquinone and other terpenoid-quinone biosynthesis
3DH5HPBt_c_m	rxn	subsystem:Transport
3DSPHR_r	rxn	subsystem:Sphingolipid biosynthesis
3HACD200_rm	rxn	subsystem:Fatty acid elongation
3HACD220_rm	rxn	subsystem:Fatty acid elongation
3HACD240_rm	rxn	subsystem:Fatty acid elongation
3HACD260_rm	rxn	subsystem:Fatty acid elongation
3HAD40_m	rxn	subsystem:Fatty acid biosynthesis
3HAD60_m	rxn	subsystem:Fatty acid biosynthesis
3HAD80_m	rxn	subsystem:Fatty acid biosynthesis
3HAO_c	rxn	subsystem:Tryptophan metabolism
3HPH5MBDC_m	rxn	subsystem:Unassigned
3HXPHBH_c	rxn	subsystem:Unassigned
3HXPHBt_c_m	rxn	subsystem:Transport
3IPM3MT_c	rxn	subsystem:Unassigned
3MBALDt_c_e	rxn	subsystem:Transport
3MBALDt_c_m	rxn	subsystem:Transport
3MLCLAT_mm	rxn	subsystem:Glycerophospholipid biosynthesis
3MOBDC_c	rxn	subsystem:Unassigned
3MOPt_c_e	rxn	subsystem:Transport
3MOPt_c_m	rxn	subsystem:Transport
3OACE200_rm	rxn	subsystem:Fatty acid elongation
3OACE220_rm	rxn	subsystem:Fatty acid elongation
3OACE240_rm	rxn	subsystem:Fatty acid elongation
3OACE260_rm	rxn	subsystem:Fatty acid elongation
3OACR200_rm	rxn	subsystem:Fatty acid elongation
3OACR220_rm	rxn	subsystem:Fatty acid elongation
3OACR240_rm	rxn	subsystem:Fatty acid elongation
